"date","type","neutral","home","away","game_id","year"
2025-02-28,"conf",FALSE,"Coastal Carolina","Old Dominion","Old DominionCoastal Carolina2-28",2025
2025-02-28,"conf",FALSE,"Canisius","Manhattan","ManhattanCanisius2-28",2025
2025-03-01,"conf",FALSE,"Tulsa","Tulane","TulaneTulsa3-1",2025
2025-03-01,"conf",FALSE,"Dayton","Richmond","RichmondDayton3-1",2025
2025-03-01,"conf",FALSE,"New Mexico St.","Western Kentucky","Western KentuckyNew Mexico St.3-1",2025
2025-03-01,"conf",FALSE,"Seattle","Grand Canyon","Grand CanyonSeattle3-1",2025
2025-03-01,"conf",FALSE,"Georgia Tech","North Carolina St.","N.C. StateGeorgia Tech3-1",2025
2025-03-01,"conf",FALSE,"North Carolina","Miami FL","Miami FLNorth Carolina3-1",2025
2025-03-01,"conf",FALSE,"Providence","Connecticut","ConnecticutProvidence3-1",2025
2025-03-01,"conf",FALSE,"North Carolina Central","Howard","HowardNorth Carolina Central3-1",2025
2025-03-01,"conf",FALSE,"California","Boston College","Boston CollegeCalifornia3-1",2025
2025-03-01,"conf",FALSE,"Northern Kentucky","Youngstown St.","Youngstown St.Northern Kentucky3-1",2025
2025-03-01,"conf",FALSE,"Tennessee Tech","Lindenwood","LindenwoodTennessee Tech3-1",2025
2025-03-01,"conf",FALSE,"Kentucky","Auburn","AuburnKentucky3-1",2025
2025-03-01,"conf",FALSE,"Cal Poly","Cal St. Bakersfield","Cal St. BakersfieldCal Poly3-1",2025
2025-03-01,"conf",FALSE,"UC Irvine","Long Beach St.","Long Beach St.UC Irvine3-1",2025
2025-03-01,"conf",FALSE,"Fresno St.","Boise St.","Boise St.Fresno St.3-1",2025
2025-03-01,"conf",FALSE,"Stanford","SMU","SMUStanford3-1",2025
2025-03-01,"conf",FALSE,"UMass Lowell","Binghamton","BinghamtonUMass Lowell3-1",2025
2025-03-01,"conf",FALSE,"Buffalo","Toledo","ToledoBuffalo3-1",2025
2025-03-01,"conf",FALSE,"Massachusetts","Rhode Island","Rhode IslandMassachusetts3-1",2025
2025-03-01,"conf",FALSE,"San Francisco","Gonzaga","GonzagaSan Francisco3-1",2025
2025-03-01,"conf",FALSE,"Florida A&M","Grambling St.","Grambling St.Florida A&M3-1",2025
2025-03-01,"conf",FALSE,"Pacific","Santa Clara","Santa ClaraPacific3-1",2025
2025-03-01,"conf",FALSE,"Colorado St.","Utah St.","Utah St.Colorado St.3-1",2025
2025-03-01,"conf",FALSE,"Virginia Tech","Syracuse","SyracuseVirginia Tech3-1",2025
2025-03-01,"conf",FALSE,"Texas A&M Corpus Chris","Southeastern Louisiana","Southeastern LouisianaTexas A&M Corpus Chris3-1",2025
2025-03-01,"conf",FALSE,"BYU","West Virginia","West VirginiaBYU3-1",2025
2025-03-01,"conf",FALSE,"Sacramento St.","Montana St.","Montana St.Sacramento St.3-1",2025
2025-03-01,"conf",FALSE,"Texas A&M Commerce","Incarnate Word","Incarnate WordTexas A&M Commerce3-1",2025
2025-03-01,"conf",FALSE,"Army","Lehigh","LehighArmy3-1",2025
2025-03-01,"conf",FALSE,"Cleveland St.","Fort Wayne","Purdue Fort WayneCleveland St.3-1",2025
2025-03-01,"conf",FALSE,"Portland St.","Montana","MontanaPortland St.3-1",2025
2025-03-01,"conf",FALSE,"Cal St. Northridge","UC Santa Barbara","UC Santa BarbaraCal St. Northridge3-1",2025
2025-03-01,"conf",FALSE,"UT Arlington","Abilene Christian","Abilene ChristianUT Arlington3-1",2025
2025-03-01,"conf",FALSE,"UT Rio Grande Valley","New Orleans","New OrleansUT Rio Grande Valley3-1",2025
2025-03-01,"conf",FALSE,"Duke","Florida St.","Florida St.Duke3-1",2025
2025-03-01,"conf",FALSE,"Stonehill","Le Moyne","Le MoyneStonehill3-1",2025
2025-03-01,"conf",FALSE,"Towson","Hampton","HamptonTowson3-1",2025
2025-03-01,"conf",FALSE,"Stony Brook","Elon","ElonStony Brook3-1",2025
2025-03-01,"conf",FALSE,"Alcorn St.","Prairie View A&M","Prairie View A&MAlcorn St.3-1",2025
2025-03-01,"conf",FALSE,"USC Upstate","Longwood","LongwoodUSC Upstate3-1",2025
2025-03-01,"conf",FALSE,"Presbyterian","Gardner Webb","Gardner WebbPresbyterian3-1",2025
2025-03-01,"conf",FALSE,"Wagner","Central Connecticut","Central ConnecticutWagner3-1",2025
2025-03-01,"conf",FALSE,"Tennessee Martin","Morehead St.","Morehead St.Tennessee Martin3-1",2025
2025-03-01,"conf",FALSE,"William & Mary","Northeastern","NortheasternWilliam & Mary3-1",2025
2025-03-01,"conf",FALSE,"SIU Edwardsville","Little Rock","Little RockSIU Edwardsville3-1",2025
2025-03-01,"conf",FALSE,"Navy","Loyola MD","Loyola MDNavy3-1",2025
2025-03-01,"conf",FALSE,"Idaho","Weber St.","Weber St.Idaho3-1",2025
2025-03-01,"conf",FALSE,"Wake Forest","Notre Dame","Notre DameWake Forest3-1",2025
2025-03-01,"conf",FALSE,"Florida","Texas A&M","Texas A&MFlorida3-1",2025
2025-03-01,"conf",FALSE,"St. Thomas","UMKC","UMKCSt. Thomas3-1",2025
2025-03-01,"conf",FALSE,"Sam Houston St.","Louisiana Tech","Louisiana TechSam Houston St.3-1",2025
2025-03-01,"conf",FALSE,"Eastern Illinois","Southeast Missouri St.","Southeast Missouri St.Eastern Illinois3-1",2025
2025-03-01,"conf",FALSE,"Lamar","McNeese St.","McNeese St.Lamar3-1",2025
2025-03-01,"conf",FALSE,"Baylor","Oklahoma St.","Oklahoma St.Baylor3-1",2025
2025-03-01,"conf",FALSE,"Utah Tech","Cal Baptist","Cal BaptistUtah Tech3-1",2025
2025-03-01,"conf",FALSE,"Fordham","Saint Joseph's","Saint Joseph'sFordham3-1",2025
2025-03-01,"conf",FALSE,"Stephen F. Austin","Nicholls St.","Nicholls St.Stephen F. Austin3-1",2025
2025-03-01,"conf",FALSE,"Denver","South Dakota St.","South Dakota St.Denver3-1",2025
2025-03-01,"conf",FALSE,"Mississippi St.","LSU","LSUMississippi St.3-1",2025
2025-03-01,"conf",FALSE,"UNC Wilmington","Delaware","DelawareUNC Wilmington3-1",2025
2025-03-01,"conf",FALSE,"Saint Mary's","Oregon St.","Oregon St.Saint Mary's3-1",2025
2025-03-01,"conf",FALSE,"Bowling Green","Ball St.","Ball St.Bowling Green3-1",2025
2025-03-01,"conf",FALSE,"Northern Arizona","Northern Colorado","Northern ColoradoNorthern Arizona3-1",2025
2025-03-01,"conf",FALSE,"Kansas","Texas Tech","Texas TechKansas3-1",2025
2025-03-01,"conf",FALSE,"Delaware St.","Coppin St.","Coppin St.Delaware St.3-1",2025
2025-03-01,"conf",FALSE,"UTEP","Middle Tennessee","Middle TennesseeUTEP3-1",2025
2025-03-01,"conf",FALSE,"South Carolina St.","Norfolk St.","Norfolk St.South Carolina St.3-1",2025
2025-03-01,"conf",FALSE,"Maine","Bryant","BryantMaine3-1",2025
2025-03-01,"conf",FALSE,"Penn St.","Maryland","MarylandPenn St.3-1",2025
2025-03-01,"conf",FALSE,"Mississippi","Oklahoma","OklahomaMississippi3-1",2025
2025-03-01,"conf",FALSE,"Virginia","Clemson","ClemsonVirginia3-1",2025
2025-03-01,"conf",FALSE,"George Washington","La Salle","La SalleGeorge Washington3-1",2025
2025-03-01,"conf",FALSE,"Fairleigh Dickinson","LIU Brooklyn","LIUFairleigh Dickinson3-1",2025
2025-03-01,"conf",FALSE,"Vanderbilt","Missouri","MissouriVanderbilt3-1",2025
2025-03-01,"conf",FALSE,"Boston University","Lafayette","LafayetteBoston University3-1",2025
2025-03-01,"conf",FALSE,"NJIT","Albany","AlbanyNJIT3-1",2025
2025-03-01,"conf",FALSE,"Texas","Georgia","GeorgiaTexas3-1",2025
2025-03-01,"conf",FALSE,"Mississippi Valley St.","Arkansas Pine Bluff","Arkansas Pine BluffMississippi Valley St.3-1",2025
2025-03-01,"conf",FALSE,"Hawaii","UC Davis","UC DavisHawaii3-1",2025
2025-03-01,"conf",FALSE,"Harvard","Yale","YaleHarvard3-1",2025
2025-03-01,"conf",FALSE,"Winthrop","UNC Asheville","UNC AshevilleWinthrop3-1",2025
2025-03-01,"conf",FALSE,"Bethune Cookman","Southern","SouthernBethune Cookman3-1",2025
2025-03-01,"conf",FALSE,"South Carolina","Arkansas","ArkansasSouth Carolina3-1",2025
2025-03-01,"conf",FALSE,"Villanova","Butler","ButlerVillanova3-1",2025
2025-03-01,"conf",FALSE,"Nebraska","Minnesota","MinnesotaNebraska3-1",2025
2025-03-01,"conf",FALSE,"South Dakota","North Dakota","North DakotaSouth Dakota3-1",2025
2025-03-01,"conf",FALSE,"Pepperdine","Washington St.","Washington St.Pepperdine3-1",2025
2025-03-01,"conf",FALSE,"Milwaukee","Detroit","Detroit MercyMilwaukee3-1",2025
2025-03-01,"conf",FALSE,"Tennessee","Alabama","AlabamaTennessee3-1",2025
2025-03-01,"conf",FALSE,"Green Bay","Oakland","OaklandGreen Bay3-1",2025
2025-03-01,"conf",FALSE,"Ohio","Miami OH","Miami OHOhio3-1",2025
2025-03-01,"conf",FALSE,"Wyoming","San Diego St.","San Diego St.Wyoming3-1",2025
2025-03-01,"conf",FALSE,"Dartmouth","Brown","BrownDartmouth3-1",2025
2025-03-01,"conf",FALSE,"IUPUI","Wright St.","Wright St.IU Indy3-1",2025
2025-03-01,"conf",FALSE,"Drexel","Monmouth","MonmouthDrexel3-1",2025
2025-03-01,"conf",FALSE,"Louisville","Pittsburgh","PittsburghLouisville3-1",2025
2025-03-01,"conf",FALSE,"Maryland Eastern Shore","Morgan St.","Morgan St.Maryland Eastern Shore3-1",2025
2025-03-01,"conf",FALSE,"Xavier","Creighton","CreightonXavier3-1",2025
2025-03-01,"conf",FALSE,"Columbia","Penn","PennColumbia3-1",2025
2025-03-01,"conf",FALSE,"Saint Louis","Loyola Chicago","Loyola ChicagoSaint Louis3-1",2025
2025-03-01,"conf",FALSE,"Holy Cross","Bucknell","BucknellHoly Cross3-1",2025
2025-03-01,"conf",FALSE,"Washington","Indiana","IndianaWashington3-1",2025
2025-03-01,"conf",FALSE,"Eastern Washington","Idaho St.","Idaho St.Eastern Washington3-1",2025
2025-03-01,"conf",FALSE,"Hofstra","North Carolina A&T","North Carolina A&THofstra3-1",2025
2025-03-01,"conf",FALSE,"Houston","Cincinnati","CincinnatiHouston3-1",2025
2025-03-01,"conf",FALSE,"UC San Diego","Cal St. Fullerton","Cal St. FullertonUC San Diego3-1",2025
2025-03-01,"conf",FALSE,"Radford","Charleston Southern","Charleston SouthernRadford3-1",2025
2025-03-01,"conf",FALSE,"Iowa St.","Arizona","ArizonaIowa St.3-1",2025
2025-03-01,"conf",FALSE,"Northwestern St.","Houston Christian","Houston ChristianNorthwestern St.3-1",2025
2025-03-01,"conf",FALSE,"Georgetown","Marquette","MarquetteGeorgetown3-1",2025
2025-03-01,"conf",FALSE,"Wofford","Furman","FurmanWofford3-1",2025
2025-03-01,"conf",FALSE,"UMBC","Vermont","VermontUMBC3-1",2025
2025-03-01,"conf",FALSE,"Nebraska Omaha","Oral Roberts","Oral RobertsNebraska Omaha3-1",2025
2025-03-01,"conf",FALSE,"Alabama St.","Alabama A&M","Alabama A&MAlabama St.3-1",2025
2025-03-01,"conf",FALSE,"Utah Valley","Southern Utah","Southern UtahUtah Valley3-1",2025
2025-03-01,"conf",FALSE,"San Diego","Portland","PortlandSan Diego3-1",2025
2025-03-01,"conf",FALSE,"Mercer","Western Carolina","Western CarolinaMercer3-1",2025
2025-03-01,"conf",FALSE,"Colgate","American","AmericanColgate3-1",2025
2025-03-01,"conf",FALSE,"Duquesne","George Mason","George MasonDuquesne3-1",2025
2025-03-01,"conf",FALSE,"TCU","UCF","UCFTCU3-1",2025
2025-03-01,"conf",FALSE,"VMI","Chattanooga","ChattanoogaVMI3-1",2025
2025-03-01,"conf",FALSE,"St. John's","Seton Hall","Seton HallSt. John's3-1",2025
2025-03-01,"conf",FALSE,"FIU","Jacksonville St.","Jacksonville St.FIU3-1",2025
2025-03-01,"conf",FALSE,"St. Francis PA","Chicago St.","Chicago St.Saint Francis3-1",2025
2025-03-01,"conf",FALSE,"Tennessee St.","Southern Indiana","Southern IndianaTennessee St.3-1",2025
2025-03-01,"conf",FALSE,"Northern Illinois","Western Michigan","Western MichiganNorthern Illinois3-1",2025
2025-03-01,"conf",FALSE,"The Citadel","East Tennessee St.","East Tennessee St.The Citadel3-1",2025
2025-03-01,"conf",FALSE,"Utah","Arizona St.","Arizona St.Utah3-1",2025
2025-03-01,"conf",FALSE,"UNC Greensboro","Samford","SamfordUNC Greensboro3-1",2025
2025-03-01,"conf",FALSE,"College of Charleston","Campbell","CampbellCharleston3-1",2025
2025-03-01,"conf",FALSE,"Jackson St.","Texas Southern","Texas SouthernJackson St.3-1",2025
2025-03-01,"conf",FALSE,"New Mexico","Air Force","Air ForceNew Mexico3-1",2025
2025-03-01,"conf",FALSE,"Oregon","USC","USCOregon3-1",2025
2025-03-02,"conf",FALSE,"Sacred Heart","Fairfield","FairfieldSacred Heart3-2",2025
2025-03-02,"conf",FALSE,"Mount St. Mary's","Siena","SienaMount St. Mary's3-2",2025
2025-03-02,"conf",FALSE,"Merrimack","Quinnipiac","QuinnipiacMerrimack3-2",2025
2025-03-02,"conf",FALSE,"Michigan","Illinois","IllinoisMichigan3-2",2025
2025-03-02,"conf",FALSE,"UTSA","Rice","RiceUTSA3-2",2025
2025-03-02,"conf",FALSE,"Illinois St.","Evansville","EvansvilleIllinois St.3-2",2025
2025-03-02,"conf_t",TRUE,"North Florida","Austin Peay","Austin PeayNorth Florida3-2",2025
2025-03-02,"conf",FALSE,"Indiana St.","Southern Illinois","Southern IllinoisIndiana St.3-2",2025
2025-03-02,"conf",FALSE,"Belmont","Murray St.","Murray St.Belmont3-2",2025
2025-03-02,"conf",FALSE,"Liberty","Kennesaw St.","Kennesaw St.Liberty3-2",2025
2025-03-02,"conf",FALSE,"South Florida","Florida Atlantic","Florida AtlanticSouth Florida3-2",2025
2025-03-02,"conf",FALSE,"East Carolina","Charlotte","CharlotteEast Carolina3-2",2025
2025-03-02,"conf",FALSE,"Canisius","Iona","IonaCanisius3-2",2025
2025-03-02,"conf",FALSE,"Bradley","Northern Iowa","Northern IowaBradley3-2",2025
2025-03-02,"conf",FALSE,"Kansas St.","Colorado","ColoradoKansas St.3-2",2025
2025-03-02,"conf",FALSE,"Cornell","Princeton","PrincetonCornell3-2",2025
2025-03-02,"conf",FALSE,"UAB","Memphis","MemphisUAB3-2",2025
2025-03-02,"conf_t",TRUE,"Stetson","Central Arkansas","Central ArkansasStetson3-2",2025
2025-03-02,"conf",FALSE,"Marist","Saint Peter's","Saint Peter'sMarist3-2",2025
2025-03-02,"conf",FALSE,"Drake","Missouri St.","Missouri St.Drake3-2",2025
2025-03-02,"conf",FALSE,"Niagara","Manhattan","ManhattanNiagara3-2",2025
2025-03-02,"conf",FALSE,"Michigan St.","Wisconsin","WisconsinMichigan St.3-2",2025
2025-03-02,"conf",FALSE,"Illinois Chicago","Valparaiso","ValparaisoIllinois Chicago3-2",2025
2025-03-03,"conf",FALSE,"South Carolina St.","Howard","HowardSouth Carolina St.3-3",2025
2025-03-03,"conf",FALSE,"Lamar","Nicholls St.","Nicholls St.Lamar3-3",2025
2025-03-03,"conf",FALSE,"North Carolina Central","Norfolk St.","Norfolk St.North Carolina Central3-3",2025
2025-03-03,"conf",FALSE,"Portland St.","Sacramento St.","Sacramento St.Portland St.3-3",2025
2025-03-03,"conf",FALSE,"Texas A&M Commerce","Houston Christian","Houston ChristianTexas A&M Commerce3-3",2025
2025-03-03,"conf",FALSE,"Florida A&M","Southern","SouthernFlorida A&M3-3",2025
2025-03-03,"conf",FALSE,"Montana St.","Idaho","IdahoMontana St.3-3",2025
2025-03-03,"conf",FALSE,"Jackson St.","Prairie View A&M","Prairie View A&MJackson St.3-3",2025
2025-03-03,"conf",FALSE,"Montana","Eastern Washington","Eastern WashingtonMontana3-3",2025
2025-03-03,"conf",FALSE,"Duke","Wake Forest","Wake ForestDuke3-3",2025
2025-03-03,"conf",FALSE,"Weber St.","Northern Colorado","Northern ColoradoWeber St.3-3",2025
2025-03-03,"conf",FALSE,"Bethune Cookman","Grambling St.","Grambling St.Bethune Cookman3-3",2025
2025-03-03,"conf",FALSE,"North Texas","Wichita St.","Wichita St.North Texas3-3",2025
2025-03-03,"conf",FALSE,"UT Rio Grande Valley","Southeastern Louisiana","Southeastern LouisianaUT Rio Grande Valley3-3",2025
2025-03-03,"conf",FALSE,"Alcorn St.","Texas Southern","Texas SouthernAlcorn St.3-3",2025
2025-03-03,"conf",FALSE,"Stephen F. Austin","McNeese St.","McNeese St.Stephen F. Austin3-3",2025
2025-03-03,"conf",FALSE,"Morgan St.","Delaware St.","Delaware St.Morgan St.3-3",2025
2025-03-03,"conf",FALSE,"Northwestern","UCLA","UCLANorthwestern3-3",2025
2025-03-03,"conf_t",FALSE,"Florida Gulf Coast","Queens","QueensFlorida Gulf Coast3-3",2025
2025-03-03,"conf_t",FALSE,"Jacksonville","Eastern Kentucky","Eastern KentuckyJacksonville3-3",2025
2025-03-03,"conf_t",FALSE,"North Alabama","Austin Peay","Austin PeayNorth Alabama3-3",2025
2025-03-03,"conf_t",FALSE,"Lipscomb","Central Arkansas","Central ArkansasLipscomb3-3",2025
2025-03-03,"conf",FALSE,"Texas A&M Corpus Chris","New Orleans","New OrleansTexas A&M Corpus Chris3-3",2025
2025-03-03,"conf",FALSE,"Houston","Kansas","KansasHouston3-3",2025
2025-03-03,"conf",FALSE,"Northwestern St.","Incarnate Word","Incarnate WordNorthwestern St.3-3",2025
2025-03-03,"conf",FALSE,"Idaho St.","Northern Arizona","Northern ArizonaIdaho St.3-3",2025
2025-03-03,"conf",FALSE,"Coppin St.","Maryland Eastern Shore","Maryland Eastern ShoreCoppin St.3-3",2025
2025-03-04,"conf",FALSE,"Vanderbilt","Arkansas","ArkansasVanderbilt3-4",2025
2025-03-04,"conf",FALSE,"UTSA","Memphis","MemphisUTSA3-4",2025
2025-03-04,"conf",FALSE,"South Carolina","Georgia","GeorgiaSouth Carolina3-4",2025
2025-03-04,"conf",FALSE,"Virginia Tech","North Carolina","North CarolinaVirginia Tech3-4",2025
2025-03-04,"conf",FALSE,"Utah","West Virginia","West VirginiaUtah3-4",2025
2025-03-04,"conf",FALSE,"Dayton","Saint Louis","Saint LouisDayton3-4",2025
2025-03-04,"conf",FALSE,"Virginia","Florida St.","Florida St.Virginia3-4",2025
2025-03-04,"conf",FALSE,"Fresno St.","Wyoming","WyomingFresno St.3-4",2025
2025-03-04,"conf_t",TRUE,"Louisiana Monroe","Louisiana Lafayette","LouisianaLouisiana Monroe3-4",2025
2025-03-04,"conf_t",TRUE,"Southern Miss","Coastal Carolina","Coastal CarolinaSouthern Miss3-4",2025
2025-03-04,"conf",FALSE,"Iowa St.","BYU","BYUIowa St.3-4",2025
2025-03-04,"conf",FALSE,"Duquesne","VCU","VCUDuquesne3-4",2025
2025-03-04,"conf",FALSE,"TCU","Baylor","BaylorTCU3-4",2025
2025-03-04,"conf",FALSE,"Texas A&M","Auburn","AuburnTexas A&M3-4",2025
2025-03-04,"conf",FALSE,"Ball St.","Central Michigan","Central MichiganBall St.3-4",2025
2025-03-04,"conf",FALSE,"Toledo","Akron","AkronToledo3-4",2025
2025-03-04,"conf",FALSE,"Ohio","Eastern Michigan","Eastern MichiganOhio3-4",2025
2025-03-04,"conf",FALSE,"Seton Hall","Creighton","CreightonSeton Hall3-4",2025
2025-03-04,"conf",FALSE,"Maine","UMass Lowell","UMass LowellMaine3-4",2025
2025-03-04,"conf",FALSE,"SMU","Syracuse","SyracuseSMU3-4",2025
2025-03-04,"conf_t",FALSE,"Oakland","Green Bay","Green BayOakland3-4",2025
2025-03-04,"conf_t",FALSE,"Northern Kentucky","Detroit","Detroit MercyNorthern Kentucky3-4",2025
2025-03-04,"conf_t",FALSE,"Wright St.","IUPUI","IU IndyWright St.3-4",2025
2025-03-04,"conf",FALSE,"Ohio St.","Nebraska","NebraskaOhio St.3-4",2025
2025-03-04,"conf",FALSE,"Colorado St.","San Jose St.","San Jose St.Colorado St.3-4",2025
2025-03-04,"conf",FALSE,"Purdue","Rutgers","RutgersPurdue3-4",2025
2025-03-04,"conf",FALSE,"Binghamton","NJIT","NJITBinghamton3-4",2025
2025-03-04,"conf",FALSE,"Tulsa","Temple","TempleTulsa3-4",2025
2025-03-04,"conf",FALSE,"Nevada","New Mexico","New MexicoNevada3-4",2025
2025-03-04,"conf",FALSE,"Georgetown","Villanova","VillanovaGeorgetown3-4",2025
2025-03-04,"conf",FALSE,"Buffalo","Miami OH","Miami OHBuffalo3-4",2025
2025-03-04,"conf",FALSE,"UNLV","San Diego St.","San Diego St.UNLV3-4",2025
2025-03-04,"conf",FALSE,"Mississippi St.","Texas","TexasMississippi St.3-4",2025
2025-03-04,"conf_t",FALSE,"Lafayette","Holy Cross","Holy CrossLafayette3-4",2025
2025-03-04,"conf_t",FALSE,"Loyola MD","Lehigh","LehighLoyola MD3-4",2025
2025-03-04,"conf",FALSE,"Kentucky","LSU","LSUKentucky3-4",2025
2025-03-04,"conf",FALSE,"Arizona","Arizona St.","Arizona St.Arizona3-4",2025
2025-03-04,"conf",FALSE,"Vermont","Albany","AlbanyVermont3-4",2025
2025-03-04,"conf",FALSE,"Bryant","New Hampshire","New HampshireBryant3-4",2025
2025-03-04,"conf",FALSE,"Northern Illinois","Bowling Green","Bowling GreenNorthern Illinois3-4",2025
2025-03-04,"conf",FALSE,"Georgia Tech","Miami FL","Miami FLGeorgia Tech3-4",2025
2025-03-04,"conf",FALSE,"Western Michigan","Kent St.","Kent St.Western Michigan3-4",2025
2025-03-04,"conf",FALSE,"Air Force","Boise St.","Boise St.Air Force3-4",2025
2025-03-04,"conf",FALSE,"Oregon","Indiana","IndianaOregon3-4",2025
2025-03-05,"conf_t",FALSE,"Fairleigh Dickinson","Stonehill","StonehillFairleigh Dickinson3-5",2025
2025-03-05,"conf_t",FALSE,"St. Francis PA","Wagner","WagnerSaint Francis3-5",2025
2025-03-05,"conf_t",FALSE,"LIU Brooklyn","Chicago St.","Chicago St.LIU3-5",2025
2025-03-05,"conf_t",FALSE,"Central Connecticut","Le Moyne","Le MoyneCentral Connecticut3-5",2025
2025-03-05,"conf",FALSE,"Fordham","George Washington","George WashingtonFordham3-5",2025
2025-03-05,"conf",FALSE,"UCF","Oklahoma St.","Oklahoma St.UCF3-5",2025
2025-03-05,"conf",FALSE,"Connecticut","Marquette","MarquetteConnecticut3-5",2025
2025-03-05,"conf",FALSE,"St. Bonaventure","Massachusetts","MassachusettsSt. Bonaventure3-5",2025
2025-03-05,"conf",FALSE,"Saint Joseph's","Rhode Island","Rhode IslandSaint Joseph's3-5",2025
2025-03-05,"conf_t",TRUE,"UMKC","Oral Roberts","Oral RobertsUMKC3-5",2025
2025-03-05,"conf",FALSE,"Providence","DePaul","DePaulProvidence3-5",2025
2025-03-05,"conf",FALSE,"Butler","Xavier","XavierButler3-5",2025
2025-03-05,"conf",FALSE,"North Carolina St.","Pittsburgh","PittsburghN.C. State3-5",2025
2025-03-05,"conf",FALSE,"Michigan","Maryland","MarylandMichigan3-5",2025
2025-03-05,"conf",FALSE,"Texas Tech","Colorado","ColoradoTexas Tech3-5",2025
2025-03-05,"conf_t",TRUE,"Tennessee Tech","Tennessee Martin","Tennessee MartinTennessee Tech3-5",2025
2025-03-05,"conf_t",TRUE,"USC Upstate","Gardner Webb","Gardner WebbUSC Upstate3-5",2025
2025-03-05,"conf",FALSE,"Oklahoma","Missouri","MissouriOklahoma3-5",2025
2025-03-05,"conf_t",TRUE,"Old Dominion","Louisiana Lafayette","LouisianaOld Dominion3-5",2025
2025-03-05,"conf",FALSE,"Notre Dame","Stanford","StanfordNotre Dame3-5",2025
2025-03-05,"conf",FALSE,"George Mason","La Salle","La SalleGeorge Mason3-5",2025
2025-03-05,"conf",FALSE,"Cincinnati","Kansas St.","Kansas St.Cincinnati3-5",2025
2025-03-05,"conf",FALSE,"Mississippi","Tennessee","TennesseeMississippi3-5",2025
2025-03-05,"conf",FALSE,"Louisville","California","CaliforniaLouisville3-5",2025
2025-03-05,"conf",FALSE,"Boston College","Clemson","ClemsonBoston College3-5",2025
2025-03-05,"conf_t",TRUE,"Morehead St.","Lindenwood","LindenwoodMorehead St.3-5",2025
2025-03-05,"conf",FALSE,"Alabama","Florida","FloridaAlabama3-5",2025
2025-03-05,"conf",FALSE,"USC","Washington","WashingtonUSC3-5",2025
2025-03-05,"conf",FALSE,"Loyola Chicago","Davidson","DavidsonLoyola Chicago3-5",2025
2025-03-05,"conf_t",TRUE,"Southern Miss","Georgia Southern","Georgia SouthernSouthern Miss3-5",2025
2025-03-05,"conf",FALSE,"Minnesota","Wisconsin","WisconsinMinnesota3-5",2025
2025-03-06,"conf",FALSE,"Howard","Norfolk St.","Norfolk St.Howard3-6",2025
2025-03-06,"conf",FALSE,"Western Kentucky","FIU","FIUWestern Kentucky3-6",2025
2025-03-06,"conf",FALSE,"Cal Baptist","Tarleton St.","Tarleton St.Cal Baptist3-6",2025
2025-03-06,"conf",FALSE,"Quinnipiac","Mount St. Mary's","Mount St. Mary'sQuinnipiac3-6",2025
2025-03-06,"conf",FALSE,"South Carolina St.","North Carolina Central","North Carolina CentralSouth Carolina St.3-6",2025
2025-03-06,"conf",FALSE,"Mississippi Valley St.","Alcorn St.","Alcorn St.Mississippi Valley St.3-6",2025
2025-03-06,"conf",FALSE,"East Carolina","Tulane","TulaneEast Carolina3-6",2025
2025-03-06,"conf",FALSE,"Cal St. Bakersfield","Hawaii","HawaiiCal St. Bakersfield3-6",2025
2025-03-06,"conf",FALSE,"Iowa","Michigan St.","Michigan St.Iowa3-6",2025
2025-03-06,"conf_t",TRUE,"St. Thomas","Denver","DenverSt. Thomas3-6",2025
2025-03-06,"conf_t",FALSE,"Boston University","Navy","NavyBoston University3-6",2025
2025-03-06,"conf_t",TRUE,"Tennessee St.","Lindenwood","LindenwoodTennessee St.3-6",2025
2025-03-06,"conf_t",TRUE,"Tennessee Martin","Little Rock","Little RockTennessee Martin3-6",2025
2025-03-06,"conf",FALSE,"UC Riverside","Cal St. Northridge","Cal St. NorthridgeUC Riverside3-6",2025
2025-03-06,"conf_t",TRUE,"Missouri St.","Illinois St.","Illinois St.Missouri St.3-6",2025
2025-03-06,"conf_t",TRUE,"Murray St.","Evansville","EvansvilleMurray St.3-6",2025
2025-03-06,"conf_t",TRUE,"Southern Illinois","Indiana St.","Indiana St.Southern Illinois3-6",2025
2025-03-06,"conf_t",TRUE,"Valparaiso","Illinois Chicago","Illinois ChicagoValparaiso3-6",2025
2025-03-06,"conf",FALSE,"Rice","Wichita St.","Wichita St.Rice3-6",2025
2025-03-06,"conf",FALSE,"UAB","Florida Atlantic","Florida AtlanticUAB3-6",2025
2025-03-06,"conf",FALSE,"Delaware St.","Maryland Eastern Shore","Maryland Eastern ShoreDelaware St.3-6",2025
2025-03-06,"conf",FALSE,"Middle Tennessee","Liberty","LibertyMiddle Tennessee3-6",2025
2025-03-06,"conf",FALSE,"Manhattan","Sacred Heart","Sacred HeartManhattan3-6",2025
2025-03-06,"conf",FALSE,"North Texas","Charlotte","CharlotteNorth Texas3-6",2025
2025-03-06,"conf",FALSE,"Grand Canyon","Utah Tech","Utah TechGrand Canyon3-6",2025
2025-03-06,"conf",FALSE,"Abilene Christian","Utah Valley","Utah ValleyAbilene Christian3-6",2025
2025-03-06,"conf_t",FALSE,"Robert Morris","Wright St.","Wright St.Robert Morris3-6",2025
2025-03-06,"conf_t",FALSE,"Cleveland St.","Northern Kentucky","Northern KentuckyCleveland St.3-6",2025
